;N° de factura;Fecha de factura;ID Cliente;País;Cantidad;Monto
3245;C555339;6/2/2021 11:32:00;16422.0;United Kingdom;-1;-11.70
3246;568131;9/23/2021 16:05:00;16872.0;United Kingdom;146;215.34
3247;566936;9/15/2021 15:35:00;18102.0;United Kingdom;950;4351.00
3248;578674;11/24/2021 18:05:00;14088.0;United Kingdom;12;39.48
3249;577126;11/17/2021 19:22:00;12406.0;Denmark;1025;1794.05
3250;550450;4/18/2021 12:47:00;15615.0;United Kingdom;72;90.00
3251;580548;12/5/2021 9:41:00;12569.0;Germany;7;69.00
3252;C568562;9/27/2021 16:48:00;17002.0;United Kingdom;-1;-5.95
3253;558566;6/30/2021 14:25:00;;United Kingdom;8;28.38
3254;576773;11/16/2021 13:21:00;;United Kingdom;-92;0.00
3255;577497;11/20/2021 12:22:00;17555.0;United Kingdom;193;287.81
3256;580055;12/1/2021 13:12:00;14298.0;United Kingdom;360;637.60
3257;564811;8/30/2021 11:37:00;15769.0;United Kingdom;300;537.00
3258;569227;10/2/2021 14:37:00;14051.0;United Kingdom;181;973.95
3259;580956;12/6/2021 14:23:00;17841.0;United Kingdom;702;974.01
3260;557936;6/23/2021 15:28:00;;United Kingdom;1;12.50
3261;576255;11/14/2021 14:09:00;15993.0;United Kingdom;328;419.72
3262;C576647;11/16/2021 10:23:00;15584.0;United Kingdom;-2;-2.50
3263;568144;9/25/2021 11:29:00;14005.0;United Kingdom;228;281.12
3264;574011;11/2/2021 11:52:00;16884.0;United Kingdom;117;133.08
3265;C549897;4/12/2021 15:48:00;15363.0;United Kingdom;-1;-7.95
3266;550158;4/14/2021 15:39:00;13989.0;United Kingdom;869;896.67
3267;C569989;10/6/2021 20:08:00;16839.0;United Kingdom;-478;-1145.83
3268;560097;7/14/2021 17:40:00;13050.0;United Kingdom;256;339.38
3269;561226;7/26/2021 10:13:00;15618.0;United Kingdom;100;222.83
3270;543378;2/7/2021 15:34:00;18102.0;United Kingdom;1008;4379.76
3271;570184;10/7/2021 14:46:00;14029.0;United Kingdom;174;302.46
3272;554267;5/23/2021 12:56:00;;United Kingdom;6;0.00
3273;578374;11/24/2021 11:21:00;;United Kingdom;50;0.00
3274;579786;11/30/2021 15:31:00;12524.0;Germany;110;307.80
3275;570246;10/9/2021 16:22:00;16921.0;United Kingdom;171;169.79
3276;551697;5/3/2021 13:46:00;16029.0;United Kingdom;1;8142.75
3277;577039;11/17/2021 13:30:00;12539.0;Spain;446;1050.66
3278;C549973;4/13/2021 14:30:00;17873.0;United Kingdom;-48;-94.80
3279;C553355;5/16/2021 13:58:00;;United Kingdom;-1;-7006.83
3280;557018;6/16/2021 12:36:00;14285.0;United Kingdom;2;5.90
3281;571122;10/14/2021 9:28:00;16566.0;United Kingdom;48;38.40
3282;545701;3/6/2021 15:17:00;17107.0;United Kingdom;826;1695.21
3283;550919;4/21/2021 14:06:00;14735.0;United Kingdom;10;19.50
3284;576734;11/16/2021 12:42:00;17680.0;United Kingdom;96;184.40
3285;548549;3/31/2021 19:55:00;16365.0;United Kingdom;102;120.90
3286;556842;6/15/2021 11:29:00;13631.0;United Kingdom;10;40.00
3287;C557842;6/23/2021 10:42:00;14159.0;United Kingdom;-7;-9.56
3288;568513;9/27/2021 12:36:00;13555.0;United Kingdom;471;865.53
3289;537774;12/8/2020 12:40:00;14060.0;United Kingdom;196;281.00
3290;C572469;10/24/2021 13:31:00;13534.0;United Kingdom;-8;-20.51
3291;C547836;3/27/2021 10:19:00;15465.0;United Kingdom;-9;-98.55
3292;574432;11/4/2021 11:27:00;;United Kingdom;8;5.34
3293;549309;4/8/2021 9:15:00;15114.0;United Kingdom;234;215.34
3294;580545;12/5/2021 9:16:00;12782.0;Portugal;128;252.25
3295;544082;2/15/2021 15:50:00;;United Kingdom;3;2.09
3296;542370;1/27/2021 13:23:00;13004.0;United Kingdom;296;318.60
3297;544325;2/17/2021 16:23:00;;United Kingdom;1;2.95
3298;C541824;1/21/2021 16:58:00;15939.0;United Kingdom;-3;-12.75
3299;C573260;10/28/2021 12:27:00;15287.0;United Kingdom;-1;-1.45
3300;537802;12/8/2020 13:11:00;13455.0;United Kingdom;190;692.94
3301;577084;11/17/2021 15:41:00;16626.0;United Kingdom;43;282.25
3302;578006;11/22/2021 12:40:00;13363.0;United Kingdom;267;388.68
3303;573007;10/27/2021 12:22:00;16009.0;United Kingdom;122;388.76
3304;C559803;7/12/2021 13:49:00;16701.0;United Kingdom;-72;-59.76
3305;547932;3/28/2021 14:01:00;;United Kingdom;24;0.00
3306;562386;8/4/2021 15:43:00;;United Kingdom;-21;0.00
3307;573414;10/30/2021 16:15:00;16877.0;United Kingdom;148;269.03
3308;568063;9/23/2021 13:24:00;15981.0;United Kingdom;234;391.68
3309;562545;8/5/2021 15:46:00;12971.0;United Kingdom;196;137.76
3310;553422;5/17/2021 10:27:00;16923.0;United Kingdom;40;130.00
3311;570168;10/7/2021 14:05:00;17596.0;United Kingdom;852;612.01
3312;560394;7/18/2021 13:35:00;14390.0;United Kingdom;310;556.58
3313;575322;11/9/2021 13:36:00;14543.0;United Kingdom;68;312.78
3314;569734;10/6/2021 10:31:00;14538.0;United Kingdom;125;281.75
3315;537034;12/3/2020 17:20:00;13081.0;United Kingdom;1338;2355.18
3316;560239;7/17/2021 11:50:00;13507.0;United Kingdom;751;1242.38
3317;577724;11/21/2021 12:37:00;12984.0;United Kingdom;26;97.50
3318;545873;3/7/2021 14:54:00;13092.0;United Kingdom;22;110.20
3319;570015;10/7/2021 9:56:00;;United Kingdom;42;0.00
3320;559349;7/7/2021 17:33:00;15150.0;United Kingdom;184;292.82
3321;554843;5/26/2021 19:13:00;13911.0;United Kingdom;590;330.42
3322;553996;5/20/2021 11:33:00;15220.0;United Kingdom;392;346.40
3323;564325;8/24/2021 13:27:00;13694.0;United Kingdom;240;189.60
3324;558539;6/30/2021 12:14:00;16556.0;United Kingdom;217;445.42
3325;547887;3/28/2021 9:30:00;16245.0;United Kingdom;258;453.98
3326;574841;11/7/2021 11:42:00;14156.0;EIRE;30;397.43
3327;560229;7/17/2021 10:39:00;14013.0;United Kingdom;114;155.30
3328;547052;3/20/2021 12:07:00;18225.0;United Kingdom;64;171.75
3329;541011;1/13/2021 11:26:00;15447.0;United Kingdom;85;155.17
3330;556267;6/9/2021 19:33:00;13694.0;United Kingdom;9811;3027.31
3331;572704;10/25/2021 14:39:00;;United Kingdom;511;2394.10
3332;544703;2/23/2021 10:35:00;;United Kingdom;-114;0.00
3333;580144;12/2/2021 9:53:00;12684.0;France;85;179.40
3334;560922;7/21/2021 19:34:00;14911.0;EIRE;147;260.90
3335;554102;5/22/2021 13:40:00;14647.0;United Kingdom;95;243.22
3336;556322;6/10/2021 10:51:00;;United Kingdom;-204;0.00
3337;540154;1/5/2021 11:30:00;;United Kingdom;733;1854.39
3338;C538632;12/13/2020 13:28:00;14085.0;United Kingdom;-1;-12.75
3339;556921;6/15/2021 13:50:00;16038.0;United Kingdom;42;76.38
3340;574097;11/3/2021 9:56:00;12471.0;Germany;377;725.72
3341;547405;3/23/2021 8:22:00;17705.0;United Kingdom;76;114.00
3342;537252;12/6/2020 10:46:00;;United Kingdom;31;26.35
3343;551416;4/28/2021 13:39:00;17874.0;United Kingdom;4;23.80
3344;561540;7/28/2021 10:08:00;;United Kingdom;-1;0.00
3345;C556295;6/10/2021 9:37:00;13662.0;United Kingdom;-1;-1.65
3346;551389;4/28/2021 11:45:00;12437.0;France;147;209.10
3347;556121;6/9/2021 10:09:00;15855.0;United Kingdom;68;132.18
3348;562014;8/1/2021 14:05:00;14341.0;United Kingdom;237;321.29
3349;538247;12/10/2020 12:09:00;;United Kingdom;-145;0.00
3350;573582;10/31/2021 14:23:00;16633.0;United Kingdom;280;726.16
3351;559377;7/8/2021 10:39:00;;United Kingdom;17;0.00
3352;579102;11/28/2021 11:33:00;14911.0;EIRE;340;805.60
3353;566669;9/14/2021 11:36:00;18065.0;United Kingdom;251;466.09
3354;536572;12/1/2020 15:40:00;16539.0;United Kingdom;301;442.35
3355;553352;5/16/2021 13:41:00;13089.0;United Kingdom;86;239.48
3356;556058;6/8/2021 13:54:00;13985.0;United Kingdom;244;524.50
3357;541287;1/17/2021 13:09:00;14101.0;United Kingdom;664;751.60
3358;578369;11/24/2021 11:10:00;14698.0;United Kingdom;59;136.65
3359;576648;11/16/2021 10:32:00;14057.0;United Kingdom;490;639.16
3360;C554331;5/23/2021 17:13:00;16523.0;United Kingdom;-2;-29.90
3361;575128;11/8/2021 14:27:00;16837.0;United Kingdom;414;521.54
3362;545087;2/28/2021 11:46:00;16422.0;United Kingdom;467;513.45
3363;545555;3/3/2021 15:17:00;17757.0;United Kingdom;57;137.62
3364;563913;8/21/2021 13:11:00;14911.0;EIRE;148;458.90
3365;572088;10/20/2021 14:33:00;14585.0;United Kingdom;91;157.05
3366;561474;7/27/2021 13:18:00;14680.0;United Kingdom;1501;2688.27
3367;567343;9/19/2021 15:21:00;17628.0;United Kingdom;79;75.75
3368;562767;8/9/2021 10:47:00;13769.0;United Kingdom;95;282.23
3369;C579878;11/30/2021 17:12:00;17340.0;United Kingdom;-41;-121.84
3370;540945;1/12/2021 12:41:00;16554.0;United Kingdom;1;0.85
3371;C573172;10/28/2021 10:02:00;16966.0;United Kingdom;-1;-0.50
3372;549174;4/6/2021 17:30:00;;United Kingdom;-7;0.00
3373;572073;10/20/2021 13:46:00;13263.0;United Kingdom;169;178.32
3374;C571619;10/18/2021 10:58:00;16140.0;United Kingdom;-2;-17.00
3375;553864;5/19/2021 14:08:00;15862.0;United Kingdom;235;136.78
3376;536592;12/1/2020 17:06:00;;United Kingdom;1478;6915.65
3377;565149;9/1/2021 14:13:00;14414.0;United Kingdom;334;174.06
3378;536539;12/1/2020 14:03:00;15165.0;United Kingdom;160;487.75
3379;538830;12/14/2020 13:01:00;14298.0;United Kingdom;78;146.46
3380;552727;5/11/2021 10:32:00;14920.0;United Kingdom;292;572.24
3381;C580604;12/5/2021 11:35:00;;United Kingdom;-1;-11586.50
3382;548892;4/4/2021 15:35:00;18044.0;United Kingdom;27;124.15
3383;C553478;5/17/2021 11:47:00;17677.0;United Kingdom;-3;-22.35
3384;C539063;12/15/2020 16:50:00;15107.0;United Kingdom;-7;-63.34
3385;561902;7/31/2021 15:50:00;17404.0;Sweden;2567;3633.58
3386;545288;3/1/2021 11:48:00;15311.0;United Kingdom;1003;1390.06
3387;553394;5/16/2021 16:47:00;;United Kingdom;-30;0.00
3388;571668;10/18/2021 13:10:00;16515.0;United Kingdom;138;376.78
3389;C554693;5/25/2021 16:59:00;14292.0;United Kingdom;-10;-20.80
3390;C577343;11/18/2021 15:13:00;;United Kingdom;-1;-27.21
3391;564076;8/22/2021 15:27:00;14045.0;United Kingdom;48;408.00
3392;550992;4/21/2021 19:05:00;14512.0;United Kingdom;50;126.32
3393;C569972;10/6/2021 19:21:00;13317.0;United Kingdom;-1;-12.50
3394;554836;5/26/2021 16:25:00;13015.0;United Kingdom;238;783.67
3395;554289;5/23/2021 14:18:00;15434.0;United Kingdom;199;306.96
3396;565248;9/2/2021 10:34:00;15860.0;United Kingdom;72;112.86
3397;576274;11/14/2021 14:24:00;17793.0;United Kingdom;232;323.04
3398;570259;10/10/2021 9:59:00;;United Kingdom;-114;0.00
3399;555279;6/1/2021 17:42:00;16348.0;United Kingdom;66;127.62
3400;579834;11/30/2021 16:09:00;17288.0;United Kingdom;240;200.04
3401;578977;11/27/2021 15:18:00;17231.0;United Kingdom;283;464.77
3402;548860;4/4/2021 13:38:00;13263.0;United Kingdom;255;406.82
3403;557252;6/17/2021 16:23:00;17961.0;United Kingdom;2;11.90
3404;C561370;7/26/2021 16:22:00;17693.0;United Kingdom;-1;-4.95
3405;543012;2/2/2021 13:28:00;17961.0;United Kingdom;2;7.20
3406;581222;12/8/2021 9:46:00;14520.0;United Kingdom;46;105.60
3407;559298;7/7/2021 12:38:00;12471.0;Germany;298;739.64
3408;565311;9/2/2021 12:33:00;16210.0;United Kingdom;120;344.88
3409;565584;9/5/2021 13:10:00;14243.0;United Kingdom;165;315.17
3410;541808;1/21/2021 14:51:00;16210.0;United Kingdom;1;10.00
3411;557133;6/17/2021 9:11:00;17306.0;United Kingdom;288;305.28
3412;573104;10/27/2021 14:59:00;17652.0;United Kingdom;277;353.39
3413;565219;9/1/2021 18:07:00;14420.0;United Kingdom;334;387.52
3414;566329;9/12/2021 12:20:00;14527.0;United Kingdom;50;207.57
3415;580531;12/4/2021 15:47:00;12569.0;Germany;34;92.55
3416;543291;2/7/2021 10:50:00;14180.0;United Kingdom;16;143.92
3417;558455;6/29/2021 13:58:00;14327.0;United Kingdom;139;311.65
3418;577077;11/17/2021 15:16:00;17799.0;United Kingdom;409;524.18
3419;C551684;5/3/2021 12:49:00;12947.0;United Kingdom;-1;-4.95
3420;566755;9/14/2021 15:49:00;13877.0;United Kingdom;108;117.24
3421;566487;9/13/2021 10:03:00;16422.0;United Kingdom;316;358.20
3422;544337;2/18/2021 8:34:00;13425.0;United Kingdom;282;401.57
3423;564818;8/30/2021 12:10:00;;United Kingdom;527;1564.23
3424;546153;3/10/2021 7:42:00;13538.0;United Kingdom;50;337.50
3425;549970;4/13/2021 14:25:00;15026.0;United Kingdom;23;121.80
3426;538352;12/10/2020 15:21:00;16565.0;United Kingdom;46;173.70
3427;581403;12/8/2021 13:46:00;13510.0;United Kingdom;254;341.86
3428;564967;8/31/2021 15:13:00;17659.0;United Kingdom;30;102.48
3429;C560645;7/20/2021 11:23:00;15802.0;United Kingdom;-1;-451.42
3430;545321;3/1/2021 14:53:00;12747.0;United Kingdom;146;310.78
3431;578954;11/27/2021 15:02:00;15054.0;United Kingdom;87;133.68
3432;581231;12/8/2021 10:26:00;14291.0;United Kingdom;4;19.80
3433;562578;8/7/2021 13:17:00;14331.0;United Kingdom;16;79.00
3434;549059;4/6/2021 10:46:00;15529.0;United Kingdom;99;198.91
3435;554293;5/23/2021 14:19:00;;United Kingdom;75;588.22
3436;563230;8/14/2021 15:39:00;15376.0;United Kingdom;162;334.85
3437;540395;1/6/2021 18:24:00;14702.0;United Kingdom;55;237.65
3438;578302;11/23/2021 15:23:00;16057.0;United Kingdom;243;718.89
3439;C572440;10/24/2021 12:06:00;17811.0;United Kingdom;-16;-27.90
3440;C546997;3/18/2021 13:32:00;12748.0;United Kingdom;-224;-167.43
3441;575868;11/11/2021 12:44:00;12985.0;United Kingdom;841;754.38
3442;554494;5/24/2021 14:00:00;16327.0;United Kingdom;402;729.07
3443;577538;11/20/2021 14:20:00;18040.0;United Kingdom;52;118.20
3444;559374;7/8/2021 10:37:00;;United Kingdom;-100;0.00
3445;546672;3/15/2021 15:47:00;;United Kingdom;-77;0.00
3446;544129;2/16/2021 11:54:00;13199.0;United Kingdom;135;434.60
3447;561916;8/1/2021 11:44:00;15581.0;United Kingdom;2;250.00
3448;552529;5/9/2021 17:24:00;14541.0;United Kingdom;26;38.30
3449;C544184;2/16/2021 15:47:00;16684.0;United Kingdom;-144;-152.64
3450;568399;9/27/2021 10:26:00;16145.0;United Kingdom;342;341.62
3451;547647;3/24/2021 11:43:00;15144.0;United Kingdom;190;232.90
3452;576414;11/15/2021 11:21:00;;United Kingdom;14;0.00
3453;C537812;12/8/2020 13:33:00;14299.0;United Kingdom;-20;-209.00
3454;C544433;2/18/2021 15:59:00;15601.0;United Kingdom;-1;-1.25
3455;556035;6/8/2021 12:36:00;15159.0;United Kingdom;152;54.48
3456;572344;10/24/2021 10:43:00;14607.0;United Kingdom;744;1116.00
3457;562708;8/8/2021 14:15:00;17085.0;United Kingdom;157;347.75
3458;569026;9/30/2021 10:18:00;16101.0;United Kingdom;757;1290.70
3459;576188;11/14/2021 11:26:00;15168.0;United Kingdom;52;106.56
3460;566291;9/11/2021 15:31:00;12965.0;United Kingdom;283;771.91
3461;577160;11/18/2021 10:05:00;16134.0;United Kingdom;213;334.56
3462;564961;8/31/2021 14:28:00;14525.0;United Kingdom;126;224.64
3463;C551509;4/28/2021 18:27:00;15845.0;United Kingdom;-6;-51.00
3464;578468;11/24/2021 12:33:00;16482.0;United Kingdom;346;220.62
3465;C572989;10/27/2021 10:53:00;15786.0;United Kingdom;-5;-30.80
3466;573991;11/2/2021 11:19:00;;United Kingdom;36;0.00
3467;563447;8/16/2021 14:25:00;;United Kingdom;50;0.00
3468;546135;3/9/2021 15:47:00;12388.0;Australia;90;210.90
3469;C546173;3/10/2021 10:34:00;14227.0;United Kingdom;-2;-2.90
3470;546640;3/15/2021 12:56:00;14092.0;United Kingdom;100;238.20
3471;576688;11/16/2021 12:16:00;16717.0;United Kingdom;930;1995.56
3472;564800;8/30/2021 11:32:00;14108.0;United Kingdom;209;291.33
3473;569371;10/3/2021 15:52:00;14651.0;United Kingdom;158;238.28
3474;538051;12/9/2020 13:24:00;18041.0;United Kingdom;154;205.35
3475;555490;6/3/2021 13:50:00;17949.0;United Kingdom;120;1314.00
3476;551719;5/3/2021 16:09:00;;United Kingdom;289;1248.33
3477;563729;8/18/2021 17:39:00;14051.0;United Kingdom;128;742.80
3478;562590;8/7/2021 15:39:00;12748.0;United Kingdom;72;53.52
3479;C544561;2/21/2021 12:44:00;15687.0;United Kingdom;-1;-9.95
3480;C550533;4/19/2021 11:03:00;17071.0;United Kingdom;-2;-9.90
3481;569962;10/6/2021 18:45:00;13993.0;United Kingdom;112;460.40
3482;547086;3/20/2021 15:46:00;12428.0;Finland;63;409.20
3483;C580099;12/1/2021 15:06:00;13171.0;United Kingdom;-1;-20.80
3484;570342;10/10/2021 12:26:00;17706.0;United Kingdom;459;1322.82
3485;537231;12/6/2020 9:21:00;13652.0;United Kingdom;112;308.80
3486;571268;10/16/2021 12:06:00;15351.0;United Kingdom;101;269.96
3487;538186;12/10/2020 10:26:00;13000.0;United Kingdom;77;201.75
3488;544404;2/18/2021 12:56:00;16401.0;United Kingdom;122;177.90
3489;580067;12/1/2021 13:40:00;16966.0;United Kingdom;276;385.80
3490;546679;3/15/2021 16:47:00;13121.0;United Kingdom;252;283.73
3491;544353;2/18/2021 10:32:00;18229.0;United Kingdom;60;359.80
3492;539610;12/20/2020 14:33:00;14606.0;United Kingdom;33;109.88
3493;560402;7/18/2021 14:19:00;;United Kingdom;2;0.00
3494;578005;11/22/2021 12:39:00;16985.0;United Kingdom;146;522.98
3495;539004;12/15/2020 12:43:00;13426.0;United Kingdom;142;336.98
3496;563718;8/18/2021 16:18:00;15144.0;United Kingdom;194;506.90
3497;562730;8/9/2021 10:16:00;17554.0;United Kingdom;662;477.46
3498;567077;9/16/2021 12:34:00;18122.0;United Kingdom;104;201.94
3499;570253;10/10/2021 9:18:00;14156.0;EIRE;360;1974.00
3500;581310;12/8/2021 11:43:00;16442.0;United Kingdom;92;179.76
3501;555722;6/6/2021 16:06:00;;United Kingdom;320;1498.09
3502;577579;11/20/2021 15:52:00;14415.0;United Kingdom;38;111.18
3503;C546758;3/16/2021 13:47:00;;United Kingdom;-1;-2.10
3504;547489;3/23/2021 11:44:00;17830.0;United Kingdom;17;99.15
3505;C538350;12/10/2020 15:01:00;13798.0;United Kingdom;-108;-183.60
3506;552669;5/10/2021 15:05:00;16710.0;United Kingdom;142;324.76
3507;571234;10/14/2021 14:28:00;15856.0;United Kingdom;112;47.04
3508;539864;12/23/2020 9:55:00;15562.0;United Kingdom;39;134.55
3509;567934;9/22/2021 17:56:00;16173.0;United Kingdom;32;109.20
3510;559688;7/11/2021 15:32:00;12748.0;United Kingdom;4;5.80
3511;539450;12/17/2020 16:53:00;15570.0;United Kingdom;78;196.75
3512;547555;3/23/2021 16:35:00;14075.0;United Kingdom;270;307.92
3513;575333;11/9/2021 13:54:00;13209.0;United Kingdom;357;599.95
3514;546433;3/14/2021 8:37:00;12778.0;Netherlands;152;117.93
3515;561113;7/25/2021 12:09:00;17841.0;United Kingdom;836;822.86
3516;C537572;12/7/2020 12:00:00;;United Kingdom;-1;-95.38
3517;540866;1/12/2021 11:21:00;17324.0;United Kingdom;555;575.18
3518;539436;12/17/2020 14:49:00;;United Kingdom;833;4390.32
3519;576066;11/13/2021 15:44:00;16898.0;United Kingdom;169;189.34
3520;C563894;8/21/2021 9:18:00;16330.0;United Kingdom;-2;-9.70
3521;578736;11/25/2021 11:33:00;12681.0;France;318;706.50
3522;553702;5/18/2021 14:50:00;13263.0;United Kingdom;102;167.64
3523;564639;8/26/2021 12:55:00;18036.0;United Kingdom;71;143.74
3524;537685;12/8/2020 10:21:00;18077.0;United Kingdom;171;204.87
3525;562032;8/2/2021 8:48:00;12347.0;Iceland;277;584.91
3526;C578110;11/23/2021 9:23:00;15804.0;United Kingdom;-6;-11.70
3527;C565762;9/6/2021 14:05:00;14040.0;United Kingdom;-19;-16.15
3528;578738;11/25/2021 11:33:00;;United Kingdom;-33;0.00
3529;566323;9/12/2021 12:02:00;;United Kingdom;1;0.00
3530;C537860;12/8/2020 16:15:00;16252.0;United Kingdom;-158;-295.09
3531;559514;7/8/2021 15:57:00;;United Kingdom;33;214.79
3532;569411;10/4/2021 9:49:00;12989.0;United Kingdom;80;566.40
3533;573841;11/1/2021 11:39:00;14995.0;United Kingdom;52;113.92
3534;569799;10/6/2021 11:47:00;13602.0;United Kingdom;267;428.89
3535;C564944;8/31/2021 13:24:00;13078.0;United Kingdom;-12;-2.28
3536;577162;11/18/2021 10:24:00;13323.0;United Kingdom;30;137.30
3537;581404;12/8/2021 13:47:00;13680.0;United Kingdom;324;638.38
3538;569930;10/6/2021 17:50:00;;United Kingdom;2;0.00
3539;538908;12/15/2020 10:41:00;16954.0;United Kingdom;194;346.80
3540;573918;11/1/2021 17:20:00;17576.0;United Kingdom;53;132.53
3541;C543838;2/14/2021 10:59:00;15827.0;United Kingdom;-9;-37.06
3542;578100;11/23/2021 8:17:00;15814.0;United Kingdom;236;368.14
3543;557772;6/22/2021 14:47:00;16458.0;United Kingdom;156;222.00
3544;549696;4/11/2021 13:55:00;13089.0;United Kingdom;12;153.00
3545;578086;11/22/2021 16:43:00;17519.0;United Kingdom;194;356.02
3546;C555345;6/2/2021 11:51:00;13267.0;United Kingdom;-2;-3.90
3547;555200;6/1/2021 12:05:00;17315.0;United Kingdom;177;262.61
3548;550945;4/21/2021 15:52:00;;United Kingdom;-2;0.00
3549;538127;12/9/2020 15:53:00;;United Kingdom;2;7.50
3550;569246;10/3/2021 9:57:00;14096.0;United Kingdom;710;2900.99
3551;543031;2/2/2021 15:26:00;14798.0;United Kingdom;76;75.68
3552;575073;11/8/2021 13:10:00;13975.0;United Kingdom;552;741.22
3553;556180;6/9/2021 11:29:00;;United Kingdom;40;0.00
3554;C571327;10/17/2021 11:12:00;12783.0;Portugal;-1;-283.02
3555;574669;11/6/2021 12:16:00;13727.0;United Kingdom;120;223.08
3556;556714;6/14/2021 10:49:00;14680.0;United Kingdom;555;976.25
3557;551060;4/26/2021 12:12:00;16356.0;United Kingdom;1;2.10
3558;537401;12/6/2020 14:37:00;;United Kingdom;-24;0.00
3559;C554010;5/20/2021 12:44:00;17940.0;United Kingdom;-1;-75.00
3560;543029;2/2/2021 15:13:00;13576.0;United Kingdom;111;349.89
3561;545647;3/4/2021 12:46:00;12547.0;Spain;109;159.40
3562;552666;5/10/2021 15:05:00;;United Kingdom;68;468.80
3563;563719;8/18/2021 16:19:00;13576.0;United Kingdom;108;332.04
3564;569635;10/5/2021 12:13:00;12748.0;United Kingdom;493;287.94
3565;581378;12/8/2021 12:50:00;17673.0;United Kingdom;93;112.47
3566;560224;7/15/2021 16:06:00;14572.0;United Kingdom;248;400.76
3567;547065;3/20/2021 13:38:00;17068.0;United Kingdom;83;185.85
3568;554628;5/25/2021 11:26:00;15039.0;United Kingdom;299;659.35
3569;562163;8/3/2021 12:06:00;15628.0;United Kingdom;245;308.43
3570;579143;11/28/2021 13:08:00;13882.0;United Kingdom;152;265.24
3571;569860;10/6/2021 14:37:00;13812.0;Germany;67;139.88
3572;C542232;1/26/2021 13:44:00;16714.0;United Kingdom;-2;-250.00
3573;561625;7/28/2021 14:03:00;16843.0;United Kingdom;1704;1024.44
3574;572895;10/26/2021 14:39:00;12569.0;Germany;19;67.74
3575;567459;9/20/2021 12:21:00;14221.0;United Kingdom;467;471.88
3576;579332;11/29/2021 11:41:00;14408.0;United Kingdom;162;308.22
3577;573292;10/28/2021 15:10:00;14416.0;United Kingdom;262;361.00
3578;577176;11/18/2021 11:07:00;13305.0;United Kingdom;141;316.45
3579;570419;10/10/2021 13:33:00;15608.0;United Kingdom;24;24.96
3580;546216;3/10/2021 11:56:00;18173.0;United Kingdom;664;853.48
3581;564860;8/31/2021 10:06:00;17725.0;United Kingdom;221;308.69
3582;554040;5/20/2021 14:35:00;15290.0;United Kingdom;217;362.19
3583;545645;3/4/2021 12:42:00;12755.0;Japan;3;17.55
3584;565350;9/2/2021 14:42:00;14178.0;United Kingdom;114;180.47
3585;578350;11/24/2021 9:51:00;15632.0;United Kingdom;205;306.35
3586;570229;10/9/2021 13:30:00;15756.0;United Kingdom;75;168.12
3587;575336;11/9/2021 13:58:00;14968.0;United Kingdom;127;147.59
3588;C580741;12/6/2021 9:29:00;17659.0;United Kingdom;-3;-14.11
3589;561039;7/24/2021 12:02:00;16525.0;United Kingdom;598;452.42
3590;580059;12/1/2021 13:22:00;17768.0;United Kingdom;379;861.85
3591;563453;8/16/2021 14:34:00;;United Kingdom;-24;0.00
3592;556636;6/13/2021 15:30:00;;United Kingdom;451;1715.65
3593;C567703;9/22/2021 9:38:00;15810.0;United Kingdom;-5;-5.35
3594;542545;1/28/2021 14:44:00;;United Kingdom;9;0.00
3595;539316;12/16/2020 18:38:00;17848.0;United Kingdom;22;97.30
3596;552280;5/8/2021 12:39:00;13561.0;United Kingdom;83;141.86
3597;548562;4/1/2021 10:18:00;;Israel;30;110.00
3598;573388;10/30/2021 14:44:00;14895.0;United Kingdom;520;965.78
3599;569100;9/30/2021 12:19:00;12748.0;United Kingdom;192;381.87
3600;541837;1/23/2021 10:32:00;17714.0;United Kingdom;92;153.00
3601;567204;9/19/2021 10:43:00;15365.0;United Kingdom;325;765.15
3602;553842;5/19/2021 12:24:00;12524.0;Germany;470;400.88
3603;538905;12/15/2020 10:31:00;13611.0;United Kingdom;183;303.15
3604;539743;12/21/2020 15:20:00;;United Kingdom;36;365.26
3605;564078;8/22/2021 15:43:00;17083.0;United Kingdom;210;409.76
3606;566623;9/14/2021 9:31:00;12756.0;Japan;144;112.08
3607;539584;12/20/2020 12:54:00;;United Kingdom;1;0.00
3608;575083;11/8/2021 13:31:00;18123.0;United Kingdom;392;323.48
3609;571250;10/14/2021 16:49:00;17892.0;United Kingdom;36;91.80
3610;557129;6/16/2021 19:59:00;17841.0;United Kingdom;204;463.60
3611;565847;9/7/2021 12:44:00;;United Kingdom;758;5557.66
3612;C572120;10/20/2021 19:29:00;14911.0;EIRE;-21;-54.90
3613;C547187;3/21/2021 12:20:00;12779.0;Poland;-9;-14.39
3614;C580912;12/6/2021 13:37:00;12989.0;United Kingdom;-24;-61.20
3615;543282;2/6/2021 16:08:00;12956.0;United Kingdom;34;108.07
3616;572025;10/20/2021 11:30:00;17651.0;United Kingdom;243;333.01
3617;543372;2/7/2021 15:01:00;16321.0;Australia;21;67.95
3618;557763;6/22/2021 14:10:00;17669.0;United Kingdom;300;453.72
3619;569843;10/6/2021 13:29:00;14449.0;United Kingdom;311;313.40
3620;575007;11/8/2021 11:20:00;14140.0;United Kingdom;517;540.99
3621;564736;8/28/2021 13:42:00;16353.0;United Kingdom;204;505.80
3622;578675;11/24/2021 18:13:00;14756.0;United Kingdom;416;738.96
3623;C542787;2/1/2021 10:22:00;15864.0;United Kingdom;-4;-13.90
